node,parents,phi,theta,stat,value,ci_lo,ci_hi,n,sigma_d,rho
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,0.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,45.0,proportion,0.0,0.0,0.7934567085261071,1,0.04,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,90.0,proportion,0.0,0.0,0.6576280471103807,2,0.04,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,0.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,45.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,0.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,45.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,0.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,45.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,0.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,45.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,0.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,45.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,90.0,proportion,0.0,0.0,0.6576280471103807,2,0.04,1.0
